GPStime,peakFreq,snr,centralFreq,duration,bandwidth,id,ifo,label
1132975284.125,18.459,7.672999999999999,663.3610000000001,1.5,1291.665649,bsdLMW9Z9T,L1,Low_Frequency_Lines
1136436723.3439999,11.319,16.863,1955.807,3.0,3899.328369,lR4v6zDwQW,H1,Light_Modulation
1128835873.726,121.663,9.79,247.28,0.063,430.56094400000006,3zeWi7MSb0,H1,Light_Modulation
1134004103.4980001,211.477,17.387999999999998,4001.47,0.434,7898.024414,zdFH0CZ4Nq,L1,Blip
1136717316.33,89.676,184.222,1251.5410000000002,2.6060000000000003,2479.7028809999997,hBHwZ6Dcdn,H1,Koi_Fish
1135612120.859,10.501,9.697000000000001,1220.201,0.5,2428.116943,uoQ6B26DwV,L1,Low_Frequency_Burst
1129367255.2910001,1055.743,8.196,746.176,0.423,878.964722,NnCBLyHkhT,L1,Whistle
1135387565.375,18.322,9.033,2532.243,2.0,5035.515136999999,CfqxEU1YJh,H1,Low_Frequency_Lines
1128541473.9060001,225.34900000000002,16.244,313.67,0.094,508.797546,trYmTvAKPf,H1,Blip
1132002701.557,72.366,101.79299999999999,3581.173,1.75,7133.374512,IecMZZfECM,L1,Koi_Fish
1134769489.972,211.477,15.404000000000002,2725.402,6.77,5442.804199,UZ8tJ7bUwW,L1,Blip
1130191487.802,618.006,71.472,3233.397,2.25,6447.927734000001,a6cZ7D9Jxy,H1,Koi_Fish
1134569219.205,211.477,14.972000000000001,2947.993,0.313,5791.070313,VDbPQv8gzi,L1,Blip
1129801992.63,2025.31,13.267000000000001,1838.4660000000001,0.11699999999999999,3612.932861,YtXa7LvIsF,H1,Violin_Mode
1132198110.89,211.477,9.349,370.211,0.047,635.505798,H354oSqwbU,H1,Blip
1130750069.381,58.396,49.388999999999996,1012.4739999999999,1.5,1995.977173,08APXWraeY,H1,Koi_Fish
1135885788.451,72.366,88.303,284.824,1.75,540.67627,ygxb0icf3f,H1,Koi_Fish
1133687259.188,64.915,8.135,3029.676,0.5,5933.76709,DGv3QxA0Q6,L1,Power_Line
1133692380.188,32.397,26.076,3410.143,2.563,6784.384276999999,WJhyfyyB3L,H1,Scattered_Light
1132643172.5939999,10.88,18.424,3978.313,2.577,7944.340331999999,8Un9IgbXgY,L1,Low_Frequency_Burst
1127394065.606,149.414,11.463,198.044,0.063,217.298889,rR1YfZ9YDO,H1,Blip
1132088276.31,170.65400000000002,16.91,370.211,0.156,635.505798,PLgGb5xK4Y,H1,Blip
1132637476.678,1121.688,8.644,4356.923,0.743,6742.419922,xmxiRoeHxh,L1,Whistle
1136079036.27,639.8330000000001,7.806,3179.322,0.775,6314.15332,dnacLO7DUr,L1,Whistle
1137219679.9589999,1527.0220000000002,11.555,1501.2379999999998,0.063,189.025955,zLlAkrR0Ki,L1,1400Ripples
1134501864.438,19.675,10.439,3005.522,1.75,5982.073242,3QgURk7es1,H1,Scattered_Light
1135280343.063,21.128,7.999,1123.0919999999999,1.4140000000000001,2207.499023,yr0fPwu1Ev,H1,Scattered_Light
1129202018.109,60.799,10.280999999999999,59.256,0.5,17.986151,7lCxxijueA,H1,Power_Line
1128518732.766,225.34900000000002,107.087,809.4730000000001,0.813,1554.946655,Pyc684D1YO,H1,Koi_Fish
1132811749.352,16.125,30.153000000000002,2630.289,2.5,5250.665039,1D6WtR7WYN,H1,Low_Frequency_Burst
1136393761.217,72.366,12.582,2626.885,0.75,5235.532227000001,YFqqCIyQfJ,H1,Light_Modulation
1128421891.902,134.965,7.502000000000001,210.067,0.039,172.11639399999999,JqFs5JMQau,L1,Helix
1136511782.943,89.676,18.342,3742.1090000000004,3.0,7468.993164,OerXDbOthj,H1,Light_Modulation
1133074071.996,47.123999999999995,110.04299999999999,3407.012,2.5,6790.645508,ivByFhwwiV,H1,Koi_Fish
1128404104.301,120.55799999999999,8.704,166.702,0.039,111.86058799999999,pnWFToS9A6,L1,Helix
1135102436.516,10.501,8.952,3688.7129999999997,2.549,7365.141602,ZmXFJNMBlN,L1,Low_Frequency_Burst
1132413158.823,498.708,66.35,3520.173,2.0,7021.479492,KmOsvsasUq,H1,Koi_Fish
1127271213.433,99.06700000000001,56.567,247.28,0.75,430.56094400000006,lImMQXHrST,L1,Koi_Fish
1128741752.956,149.414,16.597,458.022,0.188,797.5011599999999,OI2XiG23Ns,H1,Blip
1128508240.177,121.663,12.637,154.501,0.125,190.45928999999998,71W1i4g7hw,H1,Blip
1134808520.828,10.501,9.05,2434.3579999999997,2.25,4856.431640999999,PfRoETJsKF,L1,Low_Frequency_Burst
1128421723.988,134.965,9.522,165.891,0.094,260.468658,04isim3hH9,L1,Helix
1136407887.413,111.12799999999999,19.515,3586.373,1.827,7157.521484000001,BERazXJEdw,H1,Light_Modulation
1135742897.234,10.501,10.166,3127.7990000000004,2.0,6243.312011999999,iH9g1mcRF7,L1,Low_Frequency_Burst
1137223378.1069999,1527.0220000000002,9.437999999999999,1556.639,0.055,1000.33551,CpgeJ8ljpy,L1,1400Ripples
1128388929.871,134.965,9.842,190.58700000000002,0.242,240.128479,UlEEhbGBh7,L1,Helix
1128388952.941,134.965,9.394,210.72799999999998,0.18,173.438446,RuSlaFh9h0,L1,Helix
1132059919.125,18.322,9.215,1013.757,2.0,1993.4116210000002,bDOYr7FjJS,L1,Low_Frequency_Lines
1128432690.457,134.965,8.349,158.524,0.047,69.029388,bhYfz7Ru6V,L1,Helix
1132635813.649,211.477,58.04600000000001,3392.2259999999997,1.723,6755.480956999999,2Lj3PB0FBI,L1,Koi_Fish
1128264648.208,99.06700000000001,88.61,444.38599999999997,0.813,824.772766,p7aDTU3Oct,H1,Koi_Fish
1126587952.589,99.06700000000001,78.65899999999999,444.38599999999997,0.875,824.772766,XxsOgsUV8l,H1,Koi_Fish
1132175093.919,211.477,11.769,250.227,0.125,395.537262,oYsCM7p6gO,H1,Blip
1136995781.625,18.634,10.119,710.605,2.25,1392.239624,BXvsxla6uw,H1,Low_Frequency_Lines
1128659302.997,149.414,9.462,144.515,0.156,210.43182400000003,zY29n1fmIf,H1,Chirp
1130535219.926,38.027,108.061,3407.012,2.75,6790.645508,pofyMoUCHr,L1,Koi_Fish
1127315970.568,80.667,10.607000000000001,300.035,0.125,536.069153,H0TN6r6Ayr,H1,Light_Modulation
1135576496.445,13.013,45.026,2959.164,3.5,5906.043457,P2XY8W3s56,L1,Low_Frequency_Burst
1135372971.813,21.506999999999998,16.219,1267.8410000000001,2.1430000000000002,2512.303711,HSqngmba5t,H1,Scattered_Light
1126690402.829,121.663,246.81599999999997,542.099,1.25,1020.198975,KCqAuVCUnx,L1,Koi_Fish
1134497089.188,29.636,11.241,3837.077,1.5,7636.662109000001,APHzJq70Qe,H1,Scattered_Light
1131422823.4919999,16.125,33.951,3550.853,4.25,7093.705566,irTuSglZqE,H1,Low_Frequency_Burst
1131635849.2480001,89.676,98.05799999999999,3945.075,1.796,7861.178711,KKfl4ymNRR,L1,Koi_Fish
1132002638.8439999,10.88,14.642999999999999,3977.72,2.5,7945.525879000001,1xwcLoTwq3,L1,Low_Frequency_Burst
1129612024.885,512.6080000000001,53.91,1521.9679999999998,1.0,2979.936523,HaY8RGlayy,H1,Koi_Fish
1134797902.711,13.013,33.177,3698.1090000000004,7.526,7387.698242,Z4CnStPdyB,L1,Low_Frequency_Burst
1136514835.6560001,11.319,15.968,658.403,2.5,1301.581665,ccYsBIyy9J,H1,Light_Modulation
1129721722.592,417.4,133.38299999999998,1212.732,1.25,2361.463379,FELLZyKfsa,H1,Koi_Fish
1137227024.85,1527.0220000000002,11.470999999999998,1542.901,0.08199999999999999,1061.610474,UEuCqApf7C,L1,1400Ripples
1135816818.2410002,170.65400000000002,15.363,298.747,0.125,512.830017,nrevfY4b6m,H1,Blip
1136462058.023,13.013,11.802,2959.8990000000003,2.25,5904.574219,e1LSIb81jp,H1,Light_Modulation
1136439867.787,72.366,16.116,1654.726,1.5,3294.227783,bUwrCdtfiB,H1,Light_Modulation
1134469789.625,18.459,8.059,3728.869,1.75,7424.884276999999,Fs3uQ2FQiC,H1,Low_Frequency_Lines
1134620696.144,324.754,40.09,1668.724,0.35100000000000003,3252.783936,zouUp0ZOvH,L1,Blip
1134314585.375,18.651,9.55,3177.262,2.75,6318.271484000001,yPocIEy4As,L1,Low_Frequency_Lines
1127336256.97,99.06700000000001,12.411,177.47799999999998,0.125,258.43045,4HTsNbsfI6,H1,Blip
1127316520.2289999,183.495,12.456,662.1010000000001,0.18600000000000003,1260.201172,DfxCjmZYeB,H1,Light_Modulation
1134479070.313,20.387999999999998,13.036,24.323,2.25,19.674629,hLHeshYD1B,H1,Scattered_Light
1130726952.704,170.65400000000002,18.343,250.227,0.188,395.537262,tx5PTCaEKU,H1,Blip
1136405690.7680001,89.676,13.827,3979.047,2.25,7942.870605,jFxQzfufqV,H1,Light_Modulation
1127785982.429,99.06700000000001,16.934,526.374,0.313,988.7473140000001,i5FbRt1bg0,H1,Light_Modulation
1136439721.5939999,10.88,15.436,657.668,2.25,1303.051025,cfSM5GOPRy,H1,Light_Modulation
1129359767.244,1185.38,7.76,2011.6570000000002,0.929,3803.743408,3rWCdSBGPh,L1,Whistle
1128421577.73,134.965,8.894,167.791,0.047,73.16226999999999,ohzrHZrb90,L1,Helix
1134985736.891,10.501,7.996,1249.502,0.5,2483.780273,leftEw1NSe,L1,Low_Frequency_Burst
1129802285.786,2025.31,9.665,2061.281,0.016,2086.129395,o7GjabVTJi,H1,Violin_Mode
1135118087.703,10.501,13.546,3518.528,1.445,7024.77002,znhAKwGKrp,L1,Low_Frequency_Burst
1128997462.593,183.495,15.796,267.676,0.125,389.769745,YGFcJscBNV,H1,Blip
1134826955.464,111.12799999999999,14.125,2435.093,2.063,4854.962402,XoCpx3p4Vz,L1,Blip
1128516710.553,53.485,41.298,169.347,1.0,274.693451,3RkJTmMBKA,H1,Koi_Fish
1132626859.188,65.531,8.262,3857.687,0.688,7595.440918000001,88uVuDdsL2,L1,Power_Line
1137247262.908,211.477,24.245,288.703,0.563,532.917053,sE5N3W3NqI,L1,Blip
1130087099.395,47.123999999999995,98.76899999999999,3004.1240000000003,2.0,5984.869629,1gtLoY8WCJ,H1,Koi_Fish
1128412978.155,149.414,15.558,224.72,0.156,303.857727,2JbRRM8lLE,H1,Blip
1132625454.414,402.439,73.058,1072.786,2.045,2122.194336,3SR9iPJRNt,H1,Koi_Fish
1132755762.772,402.439,81.492,1894.0970000000002,1.835,3764.814453,7NhmM1QzZf,H1,Koi_Fish
1127706152.411,149.414,11.802,204.324,0.039,344.64892599999996,SoH2jPJRGJ,H1,Light_Modulation
1128432983.798,183.495,72.08800000000001,662.1010000000001,0.75,1260.201172,yLQyjNO6xY,L1,Koi_Fish
1134180948.625,18.634,9.043,3882.4,2.041,7730.696776999999,Mzze3KShgn,L1,Low_Frequency_Lines
1127350679.5310001,512.6080000000001,51.195,1891.203,1.25,3718.40625,cJoXVRmAN6,H1,Koi_Fish
1128771751.506,65.684,141.437,1653.4089999999999,1.6880000000000002,3242.818115,73OoehmAuf,L1,Koi_Fish
1134478984.563,19.675,9.434,1106.015,1.5,2183.058594,YV9segPBHz,H1,Scattered_Light
1133069534.294,137.711,27.163,294.661,0.313,521.001648,nixwMiMCu1,L1,Blip
1126403296.665,183.495,249.062,1653.4089999999999,1.246,3242.818115,jmHUk2jvrM,H1,Koi_Fish
1128421741.48,134.965,9.256,206.665,0.039,178.921906,jW0Ar84SE5,L1,Helix
1127294590.827,149.414,12.649000000000001,182.983,0.094,247.421844,IWBnQXHciv,H1,Blip
1132801733.921,137.711,10.565999999999999,167.03099999999998,0.031,249.398407,1fJBsJGKua,H1,Blip
1134204187.875,18.811,9.416,138.703,1.875,266.44140600000003,SfKUSVYxuQ,L1,Low_Frequency_Lines
1129216821.833,99.06700000000001,286.683,1972.764,1.588,3881.5283200000003,QYUT8Ud6P1,L1,Koi_Fish
1136393468.222,211.477,9.243,245.16400000000002,0.047,405.66357400000004,KiKcbtSpqZ,H1,Repeating_Blips
1127605590.731,99.06700000000001,75.137,247.28,1.125,430.56094400000006,b3Tjl19tFw,L1,Koi_Fish
1131944223.132,111.12799999999999,139.062,1501.6860000000001,1.25,2967.470215,wJRpj9rWAW,L1,Koi_Fish
1136037261.063,51.248999999999995,9.807,67.624,1.6880000000000002,112.168602,tkPyosNNv8,H1,Scattered_Light
1136112022.703,13.767999999999999,14.26,444.779,3.0,874.3347779999999,A7aKBZBRIK,H1,Low_Frequency_Burst
1136393992.972,137.711,14.655999999999999,3405.7270000000003,1.5,6793.216309,EjpRNI7oWm,H1,Light_Modulation
1126921317.642,121.663,13.179,247.28,0.188,430.56094400000006,DUm57rbH4C,H1,Light_Modulation
1136393791.578,19.599,17.611,2818.908,2.0,5622.592285,vpoboZXSWy,H1,Light_Modulation
1132164398.204,111.12799999999999,70.758,2532.243,1.75,5035.515136999999,KwzE6G515f,H1,Koi_Fish
1136438086.822,89.676,16.125999999999998,2080.374,3.025,4145.523438,Mib6p1lGMC,H1,Light_Modulation
1128085613.282,121.663,112.14299999999999,990.461,1.0,1916.922485,DpnSvsZbBf,H1,Koi_Fish
1129801939.767,2025.31,16.658,1972.764,0.188,3881.5283200000003,WdyRFDNXwr,H1,Violin_Mode
1132411245.44,170.65400000000002,212.14,3297.559,1.6219999999999999,6566.146973,mDxNqFc1CQ,H1,Koi_Fish
1126433624.3860002,149.414,28.583000000000002,247.28,0.188,430.56094400000006,wpqkFZhk1l,H1,Blip
1126409692.2810001,39.634,803.8810000000001,273.811,3.0,483.622375,Ee1JhhvDHW,L1,Extremely_Loud
1132199609.75,262.065,24.747,560.739,0.156,991.464783,4jwVqTJFOb,H1,Blip
1130145991.34,47.123999999999995,58.784,3982.4840000000004,1.771,7935.99707,pLp5vPtvue,L1,Koi_Fish
1135170344.882,111.12799999999999,89.67299999999999,1894.0970000000002,2.0,3764.814453,F0nruFQGtK,H1,Koi_Fish
1127109131.172,110.338,9.373,165.88099999999997,1.574,167.699493,9hzxhWwrur,H1,Scratchy
1129802100.2589998,2025.31,8.527000000000001,2241.026,0.013000000000000001,2693.809814,fpivpO26nP,H1,Violin_Mode
1136302344.113,47.123999999999995,38.889,124.95100000000001,1.5,220.930054,1TMo0dhzxW,H1,Koi_Fish
1129802029.868,2025.31,17.205,1657.059,0.035,3235.519043,eIDJpD8zZb,H1,Violin_Mode
1132823761.788,111.12799999999999,164.047,3703.222,1.8330000000000002,7377.473145,q2WU61huEq,L1,Koi_Fish
1135738030.305,13.013,12.925,2473.2470000000003,2.5,4934.208008,aJZeaBErVf,L1,Low_Frequency_Burst
1127007485.774,99.06700000000001,13.012,177.47799999999998,0.094,258.43045,CqfSs5I04j,H1,Blip
1136425079.06,170.65400000000002,8.915,213.261,0.047,296.509125,EyX6uZM6Qo,H1,Blip
1127977845.486,80.667,50.611999999999995,204.324,1.0,344.64892599999996,XVygXiKk1L,H1,Koi_Fish
1133452957.288,170.65400000000002,127.23,537.211,1.25,1038.520874,xwz8iKwF2M,H1,Koi_Fish
1128039910.622,149.414,13.53,224.72,0.094,303.857727,1N7wPW5ehR,H1,Blip
1135117630.234,10.501,8.692,1112.282,0.75,2212.278076,NSdqPONt7x,L1,Low_Frequency_Burst
1127270017.537,53.485,46.27,204.324,1.125,344.64892599999996,JSMy8f3QVT,H1,Koi_Fish
1137220356.4819999,1527.0220000000002,12.725,1290.723,0.086,1565.966187,YEYMS5aMGE,L1,1400Ripples
1135797142.659,137.711,19.483,245.16400000000002,0.25,405.66357400000004,4LReLF04BM,L1,Blip
1135538052.862,111.12799999999999,303.98400000000004,3982.4840000000004,1.8519999999999999,7935.99707,8a7Xd0hzWf,L1,Koi_Fish
1134153769.431,137.711,17.94,206.987,0.125,309.057831,wQq2qTCqoD,H1,Blip
1128493119.786,99.06700000000001,88.07700000000001,1212.732,1.0,2361.463379,VQI8KgPxuo,L1,Koi_Fish
1136881672.181,262.065,76.123,3405.884,2.25,6792.901855,ldalDLecGW,H1,Koi_Fish
1135137109.484,10.501,7.928999999999999,2631.617,1.125,5248.009765999999,ra9JvGVOb0,L1,Low_Frequency_Burst
1133799651.402,211.477,61.363,828.265,0.75,1588.209961,zw4mmu0HE9,H1,Repeating_Blips
1127039737.425,99.06700000000001,43.975,542.099,0.75,1020.198975,aqmF6Nof5j,H1,Koi_Fish
1136391467.265,111.12799999999999,24.377,3404.973,6.104,6794.723145,HwQiYr6QSM,H1,Light_Modulation
1135177282.682,72.366,150.963,2580.446,1.75,5131.919922,HJrpisYje6,H1,Koi_Fish
1131343370.2189999,28.523000000000003,487.659,3761.8459999999995,3.0,7500.313477,AJv9PdoKKR,L1,Extremely_Loud
1137215824.662,1527.0220000000002,9.97,1290.732,0.059000000000000004,610.037659,byprYuF1rU,L1,1400Ripples
1128422362.838,80.667,13.595999999999998,144.515,0.156,210.43182400000003,Q0uKjN3nZb,H1,Blip
1128331988.2480001,65.684,13.136,300.035,0.313,536.069153,OWDEgHgR51,H1,Light_Modulation
1134289747.625,18.634,7.672000000000001,2085.9,1.75,4135.547363000001,EQNa1QcRR4,L1,Low_Frequency_Lines
1131010409.33,618.006,18.423,2662.934,0.156,5241.20459,fdzdVuw56a,H1,Blip
1134798219.284,137.711,10.37,213.261,0.102,296.509125,tbUOAlwYoy,L1,Blip
1133191332.399,262.065,154.53799999999998,1009.948,1.5,2001.029907,NrYEnq1kjB,H1,Koi_Fish
1135808062.632,211.477,21.201,294.661,0.313,521.001648,QiknPLcspF,H1,Blip
1133336129.988,324.754,39.482,1262.776,0.813,2457.231934,ZszPZe0MNn,H1,Repeating_Blips
1136008576.882,111.12799999999999,11.793,167.03099999999998,0.094,249.398407,ShcKDarMKJ,H1,Blip
1128653127.985,183.495,10.363,189.74200000000002,0.031,233.902252,kEEQTnjApY,H1,Blip
1131336879.858,262.065,10.88,310.084,0.055,490.155029,RQyU8wzWtD,H1,Blip
1134929506.4060001,28.523000000000003,19.577,3389.598,8.219,6760.737305,sSFprEmMOm,H1,Scattered_Light
1127526670.68,225.34900000000002,184.90099999999998,990.461,1.25,1916.922485,0LVAL3fxO6,H1,Koi_Fish
1128432679.113,134.965,8.734,170.915,0.172,174.761856,Fw2kWBcvJe,L1,Helix
1130181609.253,111.12799999999999,82.175,3986.364,1.0,7928.237793000001,2wFuIj9Lpi,L1,Koi_Fish
1134323968.212,170.65400000000002,229.332,1012.4739999999999,1.25,1995.977173,Rh8x9R2StP,L1,Koi_Fish
1132618717.468,211.477,32.004,3030.5170000000003,1.188,6025.133301,tp24cMeexB,H1,Repeating_Blips
1135351587.563,26.633000000000003,18.5,2375.2729999999997,4.5,4731.680176,mgE2NeJ24Z,H1,Scattered_Light
1133271461.25,402.439,83.78399999999999,3004.1240000000003,1.75,5984.869629,Plj2Di3skI,H1,Koi_Fish
1134967349.422,10.501,7.59,2441.74,1.75,4868.257324,oGUayuoh06,L1,Low_Frequency_Burst
1128537987.952,149.414,17.227,662.1010000000001,0.375,1260.201172,qezcBnAgK9,H1,Light_Modulation
1128404116.504,120.55799999999999,8.343,144.642,0.086,155.97995,MAshGrbhKv,L1,Helix
1129246553.487,121.663,8.084,1815.65,0.883,3544.561279,2iqiuEhd0d,L1,Scratchy
1133467047.438,64.915,8.05,64.973,0.5,4.36192,nLApneFjIk,L1,Power_Line
1130673699.421,324.754,94.42399999999999,2915.5959999999995,1.5,5807.8125,Pj97RghLu9,H1,Koi_Fish
1128495014.652,43.551,72.366,1138.1480000000001,1.375,2212.295654,6GIP8t1p0z,L1,Koi_Fish
1130511897.2710001,137.711,166.95,3005.522,1.75,5982.073242,9yqApFRUS1,L1,Koi_Fish
1132930543.841,211.477,18.817,294.225,0.625,521.873535,cCMQQ5zWJz,H1,Blip
1136391431.5210001,111.12799999999999,10.669,1262.776,0.039,2457.231934,gxC4VxuTEi,H1,Light_Modulation
1130699107.1069999,89.676,141.30100000000002,2095.7929999999997,2.0,4168.20752,vktNWsr5Hc,L1,Koi_Fish
1135940085.362,137.711,234.338,2533.59,1.125,5038.209473,yeOwrh4D9K,H1,Koi_Fish
1137211886.054,262.065,12.052,310.084,0.078,490.155029,4ndBAvcyOQ,L1,Blip
1127316355.649,149.414,10.318,140.865,0.109,217.730896,bnoTGnoWcp,H1,Light_Modulation
1136439773.917,111.12799999999999,21.264,1916.024,3.0,3819.762939,rcCLw7M8fr,H1,Light_Modulation
1134338679.188,170.65400000000002,13.149000000000001,250.227,0.125,395.537262,syW0WTIYPU,H1,Blip
1137222333.6069999,1527.0220000000002,11.535,1542.901,0.078,1061.610474,X3oxueQopL,L1,1400Ripples
1135814167.774,211.477,17.152,298.747,0.094,512.830017,0qhOZiXxFG,H1,Blip
1131369468.323,170.65400000000002,9.421,178.36900000000003,0.031,226.72338900000003,f8XucwJYIx,H1,Blip
1132335468.435,137.711,127.744,1305.7069999999999,1.25,2575.512451,0M4zfXleVR,H1,Koi_Fish
1126794721.267,183.495,159.753,542.099,1.406,1020.198975,Ph63CgxWeo,H1,Koi_Fish
1132728123.3769999,402.439,34.049,1026.397,0.375,1968.1309809999998,BtW9Cs6OuC,H1,Blip
1130697899.375,18.651,7.824,1254.759,1.5,2473.265625,PTDoNpS8wD,L1,Low_Frequency_Lines
1136369248.0939999,11.319,73.683,3075.6279999999997,17.416,6141.343261999999,CPl1mS6S3r,H1,Light_Modulation
1134928901.322,163.105,37.314,3698.458,8.252,7387.001465,orU4M9OCc0,H1,Light_Modulation
1128404089.738,120.55799999999999,12.050999999999998,190.90599999999998,0.055,163.58963,gNxzvOJgLQ,L1,Helix
1137217725.162,1527.0220000000002,11.72,1537.806,0.106,2060.1323239999997,rJnJhiKMkZ,L1,1400Ripples
1127555116.5210001,149.414,10.837,358.69199999999995,0.21100000000000002,620.8585820000001,igDL7lnyRJ,H1,Blip
1133233245.688,111.12799999999999,59.573,3119.973,1.0,6195.457031,jaTyYrij9Z,H1,Koi_Fish
1128345012.395,276.75,12.707,378.457,0.047,638.371704,ZiFBN2Rc2C,L1,Blip
1128421770.34,134.965,10.68,214.352,0.047,180.685379,H2z0seQbz3,L1,Helix
1127493110.8339999,276.75,8.294,267.676,0.125,389.769745,KbcrD6segW,H1,Blip
1132728108.583,137.711,10.284,310.084,0.035,490.155029,XKZcRWLol2,H1,Blip
1128421616.473,134.965,7.745,222.361,0.031,182.301651,Pugr5sAYH8,L1,Helix
1136440257.5310001,10.88,14.231,1410.944,3.0,2806.664307,J4DWMBv7Bu,H1,Light_Modulation
1136434455.938,19.714000000000002,19.945,706.434,5.0,1400.582642,falAxYMQNa,H1,Light_Modulation
1132857724.688,65.531,9.818999999999999,1944.349,0.765,3763.1132810000004,ud0kgzrZd8,L1,Power_Line
1135825777.208,111.12799999999999,10.081,303.67,0.23399999999999999,522.676025,ptuy66mddD,H1,Blip
1128098629.108,225.34900000000002,11.706,250.93,0.047,423.26190199999996,cKhmVwJ5pU,H1,Blip
1129802082.536,2025.31,20.758000000000003,1748.486,0.078,3432.9729,501D1aU40b,H1,Violin_Mode
1132486803.438,137.711,22.771,241.078,0.25,413.835175,U84S3yHSmr,H1,Blip
1128540955.701,80.667,15.804,1212.732,0.375,2361.463379,DTZQdWviA2,H1,Light_Modulation
1133788358.129,38.027,70.77600000000001,2961.938,2.0,5900.49707,1fgJRveZ7B,H1,Koi_Fish
1130059160.603,137.711,190.06599999999997,1251.5410000000002,1.5,2479.7028809999997,vHSQYM08jR,H1,Koi_Fish
1136391023.879,907.819,9.209,693.237,0.316,726.469666,7jODOw8LTv,L1,Whistle
1128421728.582,134.965,7.832000000000001,158.524,0.039,69.029388,cWvkpjvs1U,L1,Helix
1131057281.852,16.125,12.147,20.886,2.75,26.548229,nLqTMXNdFB,H1,Low_Frequency_Burst
1136358160.767,262.065,129.023,3588.4109999999996,1.75,7153.443848000001,8CR0S0Sh5K,H1,Koi_Fish
1136428031.447,1470.348,8.744,2926.395,0.983,5786.213867,UE7h5Mb2JS,L1,Whistle
1129349014.7389998,149.414,22.395,247.28,0.21899999999999997,430.56094400000006,kAd9pRZ4Ob,L1,Blip
1135184390.625,19.722,14.222999999999999,3876.321,2.77,7742.855469,ydvI7TYwiK,L1,Scattered_Light
1135532253.078,12.239,11.270999999999999,3979.047,3.75,7942.870605,3gJ6VJmv2G,L1,Low_Frequency_Burst
1131643328.717,89.676,105.41799999999999,2649.011,1.75,5269.05127,J83TooJWe8,L1,Koi_Fish
1136692718.3769999,211.477,29.763,1667.1889999999999,0.188,3229.462646,yOvcZQDkdV,L1,Blip
1133008316.427,262.065,11.603,303.81,0.047,502.70370499999996,El4ErjloMU,H1,Blip
1132797502.263,137.711,11.455,178.36900000000003,0.055,226.72338900000003,d54JsBj4ns,H1,Blip
1127293527.233,99.06700000000001,208.361,1322.4920000000002,1.5,2580.983154,xLTpUOJiWY,H1,Koi_Fish
1136456982.17,72.366,14.729000000000001,814.9910000000001,1.25,1614.758179,VMqn7mBL6s,H1,Light_Modulation
1137018436.317,111.12799999999999,83.53299999999999,1301.776,0.938,2583.3747559999997,LuirZUS3Sr,L1,Koi_Fish
1135804819.073,137.711,10.972000000000001,197.838,0.055,327.355743,rI1dFDt3dE,H1,Blip
1135249118.797,211.477,21.052,549.4019999999999,0.125,1014.1397710000001,HGGVnAxeO9,H1,Blip
1132645181.689,1759.704,8.071,3767.2009999999996,1.495,7418.808105,UR1Q68tHnO,L1,Whistle
1134602288.583,111.12799999999999,9.075,138.619,0.17600000000000002,193.59403999999998,cN8C0RjEzz,H1,Blip
1128421884.238,134.965,8.926,186.419,0.188,239.533707,ZPa91JliQh,L1,Helix
1127341775.175,149.414,272.409,990.461,1.6880000000000002,1916.922485,hbiMjxI09a,H1,Koi_Fish
1128331323.315,99.06700000000001,15.099,1212.732,0.125,2361.463379,M5CL0rda6x,H1,Repeating_Blips
1131612474.438,50.766999999999996,8.517000000000001,3217.994,2.459,6337.515625,KqE1IQWAi5,L1,Scratchy
1128099088.1360002,121.663,9.401,207.97400000000002,0.031,337.349854,KRGdrLQ4Uq,H1,Blip
1126403127.218,512.6080000000001,19.268,823.1089999999999,0.094,1527.675171,mTMgAnw7qx,H1,Blip
1131176953.419,137.711,11.155999999999999,2066.401,0.16399999999999998,4027.8867189999996,P8qn83Mpii,H1,Blip
1135754208.07,13.013,9.808,2735.79,0.79,5456.356934,xFapuezA2u,L1,Low_Frequency_Burst
1129622333.351,121.663,17.908,542.099,0.313,1020.198975,XL3cbvXg2O,H1,Light_Modulation
1133489721.728,137.711,158.02200000000002,663.572,0.875,1291.24292,Uu7ozD2biA,L1,Koi_Fish
1135794211.283,402.439,31.065,1934.119,0.23199999999999998,3783.5737299999996,SwugN4Om4G,L1,Blip
1126598041.456,99.06700000000001,152.505,542.099,1.25,1020.198975,Kc6k2QrveB,H1,Koi_Fish
1135042009.835,402.439,100.9,3726.5,2.0,7429.621581999999,Xr4r6dfAtx,H1,Koi_Fish
1131157336.408,211.477,15.463,303.81,0.094,502.70370499999996,KEUDi01zpm,H1,Blip
1134313912.539,211.477,150.72799999999998,1014.207,1.25,1992.511963,UtuF8XuhdV,H1,Koi_Fish
1129655468.651,149.414,12.354000000000001,313.67,0.063,508.797546,BJ4Npiv3PC,H1,Blip
1129216370.257,1323.9979999999998,7.5360000000000005,1972.764,0.88,3881.5283200000003,d1QECKJ7oo,L1,Whistle
1131343422.3439999,38.713,612.198,3981.011,4.0,7938.943359000001,lI8XeUPGqR,L1,Extremely_Loud
1133284116.641,211.477,19.64,3164.614,0.188,6224.311035,VE1KsybJDG,H1,Blip
1131309113.246,211.477,24.436,680.826,0.188,1256.735474,CQm5gVHoiN,H1,Blip
1136395538.0939999,19.962,14.235999999999999,3423.5759999999996,2.345,6831.927734000001,QF3KWmn4tK,H1,Light_Modulation
